timestamp,link,utilization_percent,weight
2025-11-20 15:48:32,s2-s3,1.25,498.9325087738037
2025-11-20 15:48:32,s3-s2,1.25,498.9325087738037
2025-11-20 15:48:32,s1-s3,1.24,498.93243354797363
2025-11-20 15:48:32,s3-s1,1.24,498.93243354797363
2025-11-20 15:48:36,s1-s2,1.29,498.93292938232423
2025-11-20 15:48:36,s2-s1,1.28,498.93292938232423
2025-11-20 15:48:36,s2-s3,1.29,498.9329203796387
2025-11-20 15:48:36,s3-s2,1.27,498.9329203796387
2025-11-20 15:48:36,s1-s3,1.28,498.9328395843506
2025-11-20 15:48:36,s3-s1,1.28,498.9328395843506
2025-11-20 15:48:39,s1-s2,1.28,498.9328079223633
2025-11-20 15:48:39,s2-s1,1.22,498.9328079223633
2025-11-20 15:48:39,s2-s3,1.22,498.9321920776367
2025-11-20 15:48:39,s3-s2,1.22,498.9321920776367
2025-11-20 15:48:39,s1-s3,1.27,498.9326880645752
2025-11-20 15:48:39,s3-s1,1.22,498.9326880645752
2025-11-20 15:48:42,s1-s2,1.25,498.93251655578615
2025-11-20 15:48:42,s2-s1,1.25,498.93251655578615
2025-11-20 15:48:42,s2-s3,1.24,498.9323582458496
2025-11-20 15:48:42,s3-s2,1.24,498.9323582458496
2025-11-20 15:48:42,s1-s3,1.25,498.9325360870361
2025-11-20 15:48:42,s3-s1,1.25,498.9325360870361
2025-11-20 15:48:46,s1-s2,1.34,498.933404006958
2025-11-20 15:48:46,s2-s1,1.33,498.933404006958
2025-11-20 15:48:46,s2-s3,1.34,498.93339828491213
2025-11-20 15:48:46,s3-s2,1.33,498.93339828491213
2025-11-20 15:48:46,s1-s3,1.34,498.93335510253905
2025-11-20 15:48:46,s3-s1,1.34,498.93335510253905
2025-11-20 15:48:49,s1-s2,1.34,498.9333646392822
2025-11-20 15:48:49,s2-s1,1.33,498.9333646392822
2025-11-20 15:48:49,s2-s3,1.33,498.933306350708
2025-11-20 15:48:49,s3-s2,1.33,498.933306350708
2025-11-20 15:48:49,s1-s3,1.33,498.933264541626
2025-11-20 15:48:49,s3-s1,1.34,498.933264541626
2025-11-20 15:48:52,s1-s2,1.32,498.9331979370117
2025-11-20 15:48:52,s2-s1,1.32,498.9331979370117
2025-11-20 15:48:52,s2-s3,1.32,498.9332428741455
2025-11-20 15:48:52,s3-s2,1.32,498.9332428741455
2025-11-20 15:48:52,s1-s3,1.32,498.9331883239746
2025-11-20 15:48:52,s3-s1,1.32,498.9331883239746
2025-11-20 15:48:56,s1-s2,1.27,498.9327030944824
2025-11-20 15:48:56,s2-s1,1.35,498.9327030944824
2025-11-20 15:48:56,s2-s3,1.33,498.93327354431153
2025-11-20 15:48:56,s3-s2,1.29,498.93327354431153
2025-11-20 15:48:56,s1-s3,1.30,498.9329613494873
2025-11-20 15:48:56,s3-s1,1.30,498.9329613494873
2025-11-20 15:48:59,s1-s2,1.32,498.933182144165
2025-11-20 15:48:59,s2-s1,1.32,498.933182144165
2025-11-20 15:48:59,s2-s3,1.32,498.93315063476564
2025-11-20 15:48:59,s3-s2,1.31,498.93315063476564
2025-11-20 15:48:59,s1-s3,1.32,498.93321838378904
2025-11-20 15:48:59,s3-s1,1.30,498.93321838378904
2025-11-20 15:49:02,s1-s2,1.32,498.9332360076904
2025-11-20 15:49:02,s2-s1,1.32,498.9332360076904
2025-11-20 15:49:02,s2-s3,1.32,498.9332014465332
2025-11-20 15:49:02,s3-s2,1.32,498.9332014465332
2025-11-20 15:49:02,s1-s3,1.30,498.93295585632325
2025-11-20 15:49:02,s3-s1,1.30,498.93295585632325
2025-11-20 15:49:06,s1-s2,1.30,498.9330379486084
2025-11-20 15:49:06,s2-s1,1.33,498.9330379486084
2025-11-20 15:49:06,s2-s3,1.32,498.9331665802002
2025-11-20 15:49:06,s3-s2,1.30,498.9331665802002
2025-11-20 15:49:06,s1-s3,1.29,498.93290504455564
2025-11-20 15:49:06,s3-s1,1.29,498.93290504455564
2025-11-20 15:49:09,s1-s2,1.26,498.9326029968262
2025-11-20 15:49:09,s2-s1,1.28,498.9326029968262
2025-11-20 15:49:09,s2-s3,1.26,498.932632598877
2025-11-20 15:49:09,s3-s2,1.26,498.932632598877
2025-11-20 15:49:09,s1-s3,1.31,498.93305633544924
2025-11-20 15:49:09,s3-s1,1.25,498.93305633544924
2025-11-20 15:49:12,s1-s2,1.26,498.932553024292
2025-11-20 15:49:12,s2-s1,1.26,498.932553024292
2025-11-20 15:49:12,s2-s3,1.25,498.93248695373535
2025-11-20 15:49:12,s3-s2,1.25,498.93248695373535
2025-11-20 15:49:12,s1-s3,1.26,498.9325503540039
2025-11-20 15:49:12,s3-s1,1.26,498.9325503540039
2025-11-20 15:49:16,s1-s2,1.29,498.93287506103513
2025-11-20 15:49:16,s2-s1,1.32,498.93287506103513
2025-11-20 15:49:16,s2-s3,1.33,498.933251953125
2025-11-20 15:49:16,s3-s2,1.29,498.933251953125
2025-11-20 15:49:16,s1-s3,1.30,498.9330181884766
2025-11-20 15:49:16,s3-s1,1.30,498.9330181884766
2025-11-20 15:49:19,s1-s2,1.27,498.9326974487305
2025-11-20 15:49:19,s2-s1,1.29,498.9326974487305
2025-11-20 15:49:19,s2-s3,1.28,498.9328094482422
2025-11-20 15:49:19,s3-s2,1.28,498.9328094482422
2025-11-20 15:49:19,s1-s3,1.29,498.93293601989745
2025-11-20 15:49:19,s3-s1,1.26,498.93293601989745
2025-11-20 15:49:22,s1-s2,1.21,498.93211814880374
2025-11-20 15:49:22,s2-s1,1.21,498.93211814880374
2025-11-20 15:49:22,s2-s3,1.21,498.93211853027344
2025-11-20 15:49:22,s3-s2,1.21,498.93211853027344
2025-11-20 15:49:22,s1-s3,1.18,498.93176071166994
2025-11-20 15:49:22,s3-s1,1.18,498.93176071166994
2025-11-20 15:49:26,s1-s2,1.30,498.93296379089355
2025-11-20 15:49:26,s2-s1,1.30,498.93296379089355
2025-11-20 15:49:26,s2-s3,1.30,498.932974319458
2025-11-20 15:49:26,s3-s2,1.30,498.932974319458
2025-11-20 15:49:26,s1-s3,1.28,498.9328150939941
2025-11-20 15:49:26,s3-s1,1.28,498.9328150939941
2025-11-20 15:49:30,s1-s2,1.28,498.93282844543455
2025-11-20 15:49:30,s2-s1,1.30,498.93282844543455
2025-11-20 15:49:30,s2-s3,1.29,498.9328684234619
2025-11-20 15:49:30,s3-s2,1.29,498.9328684234619
2025-11-20 15:49:30,s1-s3,1.26,498.93259971618653
2025-11-20 15:49:30,s3-s1,1.30,498.93259971618653
2025-11-20 15:49:33,s1-s2,1.29,498.9328854370117
2025-11-20 15:49:33,s2-s1,1.29,498.9328854370117
2025-11-20 15:49:33,s2-s3,1.29,498.93292762756346
2025-11-20 15:49:33,s3-s2,1.29,498.93292762756346
2025-11-20 15:49:33,s1-s3,1.31,498.9330696105957
2025-11-20 15:49:33,s3-s1,1.31,498.9330696105957
2025-11-20 15:49:36,s1-s2,1.28,498.9328216552734
2025-11-20 15:49:36,s2-s1,1.31,498.9328216552734
2025-11-20 15:49:36,s2-s3,1.31,498.9330673980713
2025-11-20 15:49:36,s3-s2,1.29,498.9330673980713
2025-11-20 15:49:36,s1-s3,1.30,498.9330241394043
2025-11-20 15:49:36,s3-s1,1.30,498.9330241394043
2025-11-20 15:49:40,s1-s2,1.30,498.93302978515624
2025-11-20 15:49:40,s2-s1,1.27,498.93302978515624
2025-11-20 15:49:40,s2-s3,1.26,498.93264640808104
2025-11-20 15:49:40,s3-s2,1.26,498.93264640808104
2025-11-20 15:49:40,s1-s3,1.32,498.9332108306885
2025-11-20 15:49:40,s3-s1,1.25,498.9332108306885
2025-11-20 15:49:43,s1-s2,1.31,498.9331112670898
2025-11-20 15:49:43,s2-s1,1.31,498.9331112670898
2025-11-20 15:49:43,s2-s3,1.31,498.93310615539554
2025-11-20 15:49:43,s3-s2,1.31,498.93310615539554
2025-11-20 15:49:43,s1-s3,1.29,498.9329063415527
2025-11-20 15:49:43,s3-s1,1.29,498.9329063415527
2025-11-20 15:49:46,s1-s2,1.28,498.9327621459961
2025-11-20 15:49:46,s2-s1,1.29,498.9327621459961
2025-11-20 15:49:46,s2-s3,1.31,498.9330764007568
2025-11-20 15:49:46,s3-s2,1.26,498.9330764007568
2025-11-20 15:49:46,s1-s3,1.27,498.9327043914795
2025-11-20 15:49:46,s3-s1,1.27,498.9327043914795
2025-11-20 15:49:50,s1-s2,1.27,498.93265800476075
2025-11-20 15:49:50,s2-s1,1.30,498.93265800476075
2025-11-20 15:49:50,s2-s3,1.30,498.9329737091064
2025-11-20 15:49:50,s3-s2,1.30,498.9329737091064
2025-11-20 15:49:50,s1-s3,1.29,498.9328917694092
2025-11-20 15:49:50,s3-s1,1.28,498.9328917694092
2025-11-20 15:49:53,s1-s2,1.30,498.9329892730713
2025-11-20 15:49:53,s2-s1,1.30,498.9329892730713
2025-11-20 15:49:53,s2-s3,1.31,498.9330553436279
2025-11-20 15:49:53,s3-s2,1.31,498.9330553436279
2025-11-20 15:49:53,s1-s3,1.28,498.9327529144287
2025-11-20 15:49:53,s3-s1,1.28,498.9327529144287
2025-11-20 15:49:57,s1-s2,1.31,498.93313774108884
2025-11-20 15:49:57,s2-s1,1.29,498.93313774108884
2025-11-20 15:49:57,s2-s3,1.30,498.933010635376
2025-11-20 15:49:57,s3-s2,1.30,498.933010635376
2025-11-20 15:49:57,s1-s3,1.29,498.9328710174561
2025-11-20 15:49:57,s3-s1,1.29,498.9328710174561
2025-11-20 15:50:00,s1-s2,1.32,498.9331578826904
2025-11-20 15:50:00,s2-s1,1.33,498.9331578826904
2025-11-20 15:50:00,s2-s3,1.32,498.93319160461425
2025-11-20 15:50:00,s3-s2,1.32,498.93319160461425
2025-11-20 15:50:00,s1-s3,1.34,498.93338653564456
2025-11-20 15:50:00,s3-s1,1.31,498.93338653564456
2025-11-20 15:50:03,s1-s2,1.31,498.9330755615234
2025-11-20 15:50:03,s2-s1,1.31,498.9330755615234
2025-11-20 15:50:03,s2-s3,1.31,498.93312339782716
2025-11-20 15:50:03,s3-s2,1.31,498.93312339782716
2025-11-20 15:50:03,s1-s3,1.29,498.93288986206056
2025-11-20 15:50:03,s3-s1,1.29,498.93288986206056
2025-11-20 15:50:07,s1-s2,1.30,498.93303970336916
2025-11-20 15:50:07,s2-s1,1.30,498.93303970336916
2025-11-20 15:50:07,s2-s3,1.31,498.9330586242676
2025-11-20 15:50:07,s3-s2,1.31,498.9330586242676
2025-11-20 15:50:07,s1-s3,1.32,498.93323928833007
2025-11-20 15:50:07,s3-s1,1.32,498.93323928833007
2025-11-20 15:50:10,s1-s2,1.28,498.9327758789062
2025-11-20 15:50:10,s2-s1,1.31,498.9327758789062
2025-11-20 15:50:10,s2-s3,1.30,498.9329689025879
2025-11-20 15:50:10,s3-s2,1.30,498.9329689025879
2025-11-20 15:50:10,s1-s3,1.30,498.9330486297607
2025-11-20 15:50:10,s3-s1,1.28,498.9330486297607
2025-11-20 15:50:13,s1-s2,1.28,498.932788772583
2025-11-20 15:50:13,s2-s1,1.28,498.932788772583
2025-11-20 15:50:13,s2-s3,1.28,498.9327976989746
2025-11-20 15:50:13,s3-s2,1.28,498.9327976989746
2025-11-20 15:50:13,s1-s3,1.31,498.9330588531494
2025-11-20 15:50:13,s3-s1,1.31,498.9330588531494
2025-11-20 15:50:17,s1-s2,1.26,498.9326045227051
2025-11-20 15:50:17,s2-s1,1.29,498.9326045227051
2025-11-20 15:50:17,s2-s3,1.29,498.93287521362305
2025-11-20 15:50:17,s3-s2,1.26,498.93287521362305
2025-11-20 15:50:17,s1-s3,1.25,498.93249794006346
2025-11-20 15:50:17,s3-s1,1.25,498.93249794006346
2025-11-20 15:50:20,s1-s2,1.29,498.93285133361815
2025-11-20 15:50:20,s2-s1,1.27,498.93285133361815
2025-11-20 15:50:20,s2-s3,1.28,498.9327819824219
2025-11-20 15:50:20,s3-s2,1.28,498.9327819824219
2025-11-20 15:50:20,s1-s3,1.27,498.93269706726073
2025-11-20 15:50:20,s3-s1,1.29,498.93269706726073
2025-11-20 15:50:23,s1-s2,1.30,498.93302116394045
2025-11-20 15:50:23,s2-s1,1.30,498.93302116394045
2025-11-20 15:50:23,s2-s3,1.31,498.9330630493164
2025-11-20 15:50:23,s3-s2,1.31,498.9330630493164
2025-11-20 15:50:23,s1-s3,1.27,498.9326524353027
2025-11-20 15:50:23,s3-s1,1.27,498.9326524353027
2025-11-20 15:50:27,s1-s2,1.29,498.93290420532225
2025-11-20 15:50:27,s2-s1,1.31,498.93290420532225
2025-11-20 15:50:27,s2-s3,1.30,498.93298027038577
2025-11-20 15:50:27,s3-s2,1.30,498.93298027038577
2025-11-20 15:50:27,s1-s3,1.31,498.93309829711916
2025-11-20 15:50:27,s3-s1,1.32,498.93309829711916
2025-11-20 15:50:30,s1-s2,1.32,498.9332214355469
2025-11-20 15:50:30,s2-s1,1.29,498.9332214355469
2025-11-20 15:50:30,s2-s3,1.28,498.9328387451172
2025-11-20 15:50:30,s3-s2,1.28,498.9328387451172
2025-11-20 15:50:30,s1-s3,1.33,498.9332922363281
2025-11-20 15:50:30,s3-s1,1.29,498.9332922363281
2025-11-20 15:50:33,s1-s2,1.30,498.9330001831055
2025-11-20 15:50:33,s2-s1,1.30,498.9330001831055
2025-11-20 15:50:33,s2-s3,1.32,498.93316398620607
2025-11-20 15:50:33,s3-s2,1.32,498.93316398620607
2025-11-20 15:50:33,s1-s3,1.31,498.9331172943115
2025-11-20 15:50:33,s3-s1,1.31,498.9331172943115
2025-11-20 15:50:37,s1-s2,1.31,498.93314399719236
2025-11-20 15:50:37,s2-s1,1.30,498.93314399719236
2025-11-20 15:50:37,s2-s3,1.29,498.9329312133789
2025-11-20 15:50:37,s3-s2,1.32,498.9329312133789
2025-11-20 15:50:37,s1-s3,1.30,498.9330251312256
2025-11-20 15:50:37,s3-s1,1.30,498.9330251312256
2025-11-20 15:50:40,s1-s2,1.29,498.93289199829104
2025-11-20 15:50:40,s2-s1,1.30,498.93289199829104
2025-11-20 15:50:40,s2-s3,1.29,498.93293281555174
2025-11-20 15:50:40,s3-s2,1.29,498.93293281555174
2025-11-20 15:50:40,s1-s3,1.31,498.9330595397949
2025-11-20 15:50:40,s3-s1,1.28,498.9330595397949
2025-11-20 15:50:43,s1-s2,1.29,498.93287918090823
2025-11-20 15:50:43,s2-s1,1.29,498.93287918090823
2025-11-20 15:50:43,s2-s3,1.29,498.9329168701172
2025-11-20 15:50:43,s3-s2,1.29,498.9329168701172
2025-11-20 15:50:43,s1-s3,1.31,498.9331058502197
2025-11-20 15:50:43,s3-s1,1.31,498.9331058502197
2025-11-20 15:50:47,s1-s2,1.28,498.9327516937256
2025-11-20 15:50:47,s2-s1,1.25,498.9327516937256
2025-11-20 15:50:47,s2-s3,1.26,498.9326155090332
2025-11-20 15:50:47,s3-s2,1.27,498.9326155090332
2025-11-20 15:50:47,s1-s3,1.25,498.9324934387207
2025-11-20 15:50:47,s3-s1,1.25,498.9324934387207
